,name,main_category,rating,reviews,categories,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities
193,Semnan Central Mosque,Mosque,4.3,72.0,"Mosque, Tourist attraction","Semnan Central Mosque, H98X+GP9, Semnan, Semnan Province",Semnan,Iran,Semnan,,Religious,309.59999999999997,4.3,"Garmsar, Semnan, Shahroud, Shahrud"
194,Rouzieh Waterfall khatir kooh,Tourist attraction,4.4,57.0,Tourist attraction,"Rouzieh Waterfall khatir kooh, V57V+Q6V, Semnan Province",Semnan,Iran,Semnan,,Entertainment,250.8,4.5,"Garmsar, Semnan, Shahroud, Shahrud"
195,Opert village,Tourist attraction,4.5,53.0,Tourist attraction,"Opert village, 28HG+FX, Hiqu, Semnan Province",Semnan,Iran,Semnan,,Entertainment,238.5,4.5,"Garmsar, Semnan, Shahroud, Shahrud"
196,Tangeh Daar,Tourist attraction,4.6,450.0,Tourist attraction,"Tangeh Daar, JFH2+CFG, Chalus, Mazandaran Province",Kelardasht,Iran,Mazandaran,,Entertainment,2070.0,4.48,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
197,Abbas abad Jungle,Tourist attraction,4.6,281.0,Tourist attraction,"Mazandaran Province, Kelardasht, Abbasabad - Kelardasht Rd, J44G+QJ7 Abbas abad Jungle",Kelardasht,Iran,Mazandaran,,Entertainment,1292.6,4.48,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
198,Doryouk Swamp,Tourist attraction,4.6,163.0,"Tourist attraction, Nature preserve","Doryouk Swamp, H6W5+42M, Peyambur, Mazandaran Province",Kelardasht,Iran,Mazandaran,,Entertainment,749.8,4.48,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
199,Akapoul waterfall,Tourist attraction,4.3,88.0,Tourist attraction,"Akapoul waterfall, C3M7+RMC, Vandarbon, Mazandaran Province",Kelardasht,Iran,Mazandaran,,Entertainment,378.4,4.48,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
200,Anahita Temple,Historical place,4.3,373.0,"Historical place, Parsi temple, Tourist attraction","Kermanshah Province, Kangavar, Shohada St, FXX5+MMQ Anahita Temple",Kangavar,Iran,Kermanshah,,Cultural,1603.8999999999999,4.38,"Bisotun, Kangavar, Kermanshah, Marivan"
201,Historic Jameh Mosque of Saveh (Saveh Historical Grand Mosque),Tourist attraction,4.4,82.0,"Tourist attraction, Historical place, Mosque","Markazi Province, Saveh, slmn swjy 18, 2967+467 Historic Jameh Mosque of Saveh (Saveh Historical Grand Mosque)",Saveh,Iran,Markazi,,Entertainment,360.8,4.38,"Arak, Khomein, Mahallat, Mashhad_e_ardehal, Saveh, Tafresh"
202,Saveh Forest Park,Park,4.1,66.0,"Park, Tourist attraction","Markazi Province, Saveh, blwr tkhty, 286R+FPR Saveh Forest Park",Saveh,Iran,Markazi,,Nature,270.59999999999997,4.23,"Arak, Khomein, Mahallat, Mashhad_e_ardehal, Saveh, Tafresh"
203,Margoon Waterfall,Tourist attraction,4.5,1838.0,Tourist attraction,"Fars Province, jdh yswj-qlyd, FVRV+FG4 Margoon Waterfall",Sepidan,Iran,Fars,,Entertainment,8271.0,4.48,"Darab, Firuzabad, Kazerun, Oshnavieh, Sepidan, Shiraz"
204,Green Land Tourism Complex,Tourist attraction,4.2,169.0,Tourist attraction,"Green Land Tourism Complex, QFVQ+HVF, Shahr-e jadid-e sadra, Fars Province",Sepidan,Iran,Fars,,Entertainment,709.8000000000001,4.48,"Darab, Firuzabad, Kazerun, Oshnavieh, Sepidan, Shiraz"
205,Ardakan Historical Area,Tourist attraction,4.3,83.0,Tourist attraction,"Ardakan Historical Area, 82CC+88V, Ardakan, Yazd Province",Ardakan,Iran,Yazd,,Entertainment,356.9,4.43,"Ardakan, Meybod, Yazd"
206,Honarmandan Park,City park,4.4,982.0,"City park, Tourist attraction","Tehran Province, Tehran, District 6shahr St, PC6C+3CF Honarmandan Park",Iranshahr,Iran,Tehran,,Nature,4320.8,4.43,"Iranshahr, Karaj, Savojbolagh, Tehran"
207,Naseri Castle,Historical landmark,4.1,122.0,"Historical landmark, Historical place, Tourist attraction","Naseri Castle, 6M4P+MJ9shahr, Sistan and Baluchestan Province",Iranshahr,Iran,Sistan and Baluchestan,,Cultural,500.19999999999993,4.21,"Iranshahr, Nikshahr, Zabol, Zahedan"
208,Monastery of Saint Stepanos,Armenian church,4.7,989.0,"Armenian church, Tourist attraction","Monastery of Saint Stepanos, East Azerbaijan Province",Jolfa,Iran,East Azarbaijan,,Religious,4648.3,4.68,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
209,Gol Akhor Waterfall,Tourist attraction,4.4,187.0,Tourist attraction,"abshr gl akhwr, H45G+GG7, Golakhvor, East Azerbaijan Province",Jolfa,Iran,East Azarbaijan,,Entertainment,822.8000000000001,4.47,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
210,armgh shms tbryzy,Tourist attraction,4.3,138.0,Tourist attraction,"West Azerbaijan Province, Khoy, blwr shms tbryzy, armgh shms tbryzy, Shams Tabrizi",Jolfa,Iran,West Azarbaijan,,Entertainment,593.4,4.58,"Jolfa, Khoy, Naqadeh, Orumiyeh, Oshnavieh, Urmia"
211,Jolfa Square,Tourist attraction,4.6,98.0,Tourist attraction,"Jolfa Square, JMP4+GVH Jolfa, Isfahan, Isfahan Province",Jolfa,Iran,Isfahan,,Entertainment,450.79999999999995,4.51,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
212,Marakan Protected Area,Nature preserve,4.2,58.0,"Nature preserve, Tourist attraction","Marakan Protected Area, W8GF+XRM, Veranbagh Daresham, West Azerbaijan Province",Jolfa,Iran,West Azarbaijan,,Nature,243.60000000000002,4.29,"Jolfa, Khoy, Naqadeh, Orumiyeh, Oshnavieh, Urmia"
213,Jolfa Railway Ironbridge,Bridge,4.7,54.0,Bridge,"East Azerbaijan Province, Jolfa, rh ahn mrzy, XJ2X+637 Jolfa Railway Ironbridge",Jolfa,Iran,East Azarbaijan,,Cultural,253.8,4.43,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
214,Rudkhan Castle,Castle,4.6,4652.0,"Castle, Historical landmark, Tourist attraction","Rudkhan Castle, 367Q+QP3, Qaleh Rudkhan, Gilan Province",Rudbar,Iran,Gilan,,Cultural,21399.199999999997,4.59,"Astara, Bandar-anzali, Lahijan, Masouleh, Rasht, Rudbar"
215,Darband rashi Cave,Tourist attraction,4.6,195.0,Tourist attraction,"Darband rashi Cave, RMM5+WVH, Sidasht, Gilan Province",Rudbar,Iran,Gilan,,Entertainment,896.9999999999999,4.52,"Astara, Bandar-anzali, Lahijan, Masouleh, Rasht, Rudbar"
216,abshr khlshtr,Tourist attraction,4.4,76.0,Tourist attraction,"Gilan Province, Rudbar, Kalashtar Rd, QCR8+259 abshr khlshtr",Rudbar,Iran,Gilan,,Entertainment,334.40000000000003,4.52,"Astara, Bandar-anzali, Lahijan, Masouleh, Rasht, Rudbar"
217,Salehin and nikan Ship,Tourist attraction,4.1,97.0,Tourist attraction,"Salehin and nikan Ship, PJ4X+PP6, Babolsar, Mazandaran Province",Qaem-shahr,Iran,Mazandaran,,Entertainment,397.7,4.48,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
218,Fazeli House,Tourist attraction,4.1,55.0,Tourist attraction,"Mazandaran Province, Sari, 18 Dey, H386+8G3 Fazeli House",Qaem-shahr,Iran,Mazandaran,,Entertainment,225.49999999999997,4.48,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
219,Limestone waterfall Eskelym,Tourist attraction,4.7,239.0,Tourist attraction,"Limestone waterfall Eskelym, 5Q77+PFR, Sharqelet, Mazandaran Province",Qaem-shahr,Iran,Mazandaran,,Entertainment,1123.3,4.48,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
220,Palang Darreh,Tourist attraction,4.3,223.0,Tourist attraction,"Palang Darreh, 7WHR+H8J, Shirgah, Mazandaran Province",Qaem-shahr,Iran,Mazandaran,,Entertainment,958.9,4.48,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
221,Mohammad Hasan Khan Bridge,Historical place,4.4,131.0,"Historical place, Tourist attraction","Mohammad Hasan Khan Bridge, GMF7+QJG, Babol, Mazandaran Province",Qaem-shahr,Iran,Mazandaran,,Cultural,576.4000000000001,4.49,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
222,Valiasr Park,Park,4.2,73.0,"Park, Tourist attraction","Mazandaran Province, Qaem Shahr, Kargar Blvd, FVFH+JW4 Valiasr Park",Qaem-shahr,Iran,Mazandaran,,Nature,306.6,4.41,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
223,sHl sngy,Tourist attraction,4.4,62.0,Tourist attraction,"Mazandaran Province, Babolsar, Unnamed Road, PM84+484 sHl sngy",Qaem-shahr,Iran,Mazandaran,,Entertainment,272.8,4.48,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
224,Bistoon Inscription,Archaeological site,4.5,332.0,"Archaeological site, Tourist attraction","Bistoon Inscription, 9CRP+59W, Kermanshah",Bisotun,Iran,Kermanshah,,Cultural,1494.0,4.38,"Bisotun, Kangavar, Kermanshah, Marivan"
225,Chal Nakhjir Cave,Tourist attraction,4.4,915.0,Tourist attraction,"Chal Nakhjir Cave, 2QP8+X45, Bijegan, Markazi Province",Mahallat,Iran,Markazi,,Entertainment,4026.0000000000005,4.38,"Arak, Khomein, Mahallat, Mashhad_e_ardehal, Saveh, Tafresh"
226,Sarcheshmeh Park,Park,4.3,279.0,"Park, Tourist attraction","Sarcheshmeh Park, WCGX+WXP, Mahallat, Markazi Province",Mahallat,Iran,Markazi,,Nature,1199.7,4.23,"Arak, Khomein, Mahallat, Mashhad_e_ardehal, Saveh, Tafresh"
227,AtashKooh Fire Temple,Archaeological site,4.4,108.0,"Archaeological site, Tourist attraction","AtashKooh Fire Temple, VJCM+XG7, Nimvar, Markazi Province",Mahallat,Iran,Markazi,,Cultural,475.20000000000005,4.42,"Arak, Khomein, Mahallat, Mashhad_e_ardehal, Saveh, Tafresh"
228,Chitgar Forest Park,Park,4.3,2221.0,"Park, Tourist attraction","Tehran Province, Tehran, District 22, Karaj Freeway, P6H6+JW2 Chitgar Forest Park",Karaj,Iran,Tehran,,Nature,9550.3,4.43,"Iranshahr, Karaj, Savojbolagh, Tehran"
229,Chamran Park,Park,4.4,812.0,"Park, Tourist attraction","Alborz Province, Karaj, Chamran Blvd, R233+5X8 Chamran Park",Karaj,Iran,Alborz,,Nature,3572.8,4.38,"Dizin, Karaj, Savojbolagh"
230,Fateh Garden,Park,4.5,715.0,"Park, Tourist attraction","Fateh Garden, RXJG+RQR Jahanshahr, Karaj, Alborz Province",Karaj,Iran,Alborz,,Nature,3217.5,4.38,"Dizin, Karaj, Savojbolagh"
231,Bame Karaj,Scenic spot,4.3,538.0,"Scenic spot, Tourist attraction","Alborz Province, Karaj, N Taleghani Blvd, V228+3M7 Bame Karaj",Karaj,Iran,Alborz,,Nature,2313.4,4.38,"Dizin, Karaj, Savojbolagh"
232,Flowers Garden,Garden,4.4,505.0,"Garden, Tourist attraction","Karaj, Alborz Karaj khlj abd mydn mm Hsyn, prkh shhyd chmrn,, R223+554 Flowers Garden",Karaj,Iran,Alborz,,Nature,2222.0,4.38,"Dizin, Karaj, Savojbolagh"
233,Iran Zamin Park,Park,4.6,322.0,"Park, Tourist attraction","Tehran Province, Karaj, Azimieh, Dr. Shariati Boulvard, R2P9+H92 Iran Zamin Park",Karaj,Iran,Tehran,,Nature,1481.1999999999998,4.43,"Iranshahr, Karaj, Savojbolagh, Tehran"
234,Nabovvat Park,Park,4.1,282.0,"Park, Tourist attraction","Alborz Province, Karaj, Hassan Abad, rw bh rwy prsyn, Molla Sadra Blvd, RXVR+J54 Nabovvat Park",Karaj,Iran,Alborz,,Nature,1156.1999999999998,4.38,"Dizin, Karaj, Savojbolagh"
235,Shah Abbasi Caravansary,Historical place museum,4.3,258.0,"Historical place museum, Tourist attraction","Alborz Province, Karaj, Shah-abbasi sq, R252+X9G Shah Abbasi Caravansary",Karaj,Iran,Alborz,,Cultural,1109.3999999999999,4.24,"Dizin, Karaj, Savojbolagh"
236,Little Iran Park,Park,4.5,221.0,Park,"Little Iran Park, Jahanshahr, Karaj, Alborz Province",Karaj,Iran,Alborz,,Nature,994.5,4.38,"Dizin, Karaj, Savojbolagh"
237,Hamoon Park,Park,4.3,180.0,"Park, Tourist attraction","Alborz Province, Karaj, Mehrshahr, Eram Blvd, QVQM+XF2 Hamoon Park",Karaj,Iran,Alborz,,Nature,774.0,4.38,"Dizin, Karaj, Savojbolagh"
238,Vardij Valley,Tourist attraction,4.1,109.0,Tourist attraction,"Vardij Valley, R56F+3J2, Tehran, Tehran Province",Karaj,Iran,Tehran,,Entertainment,446.9,4.44,"Iranshahr, Karaj, Savojbolagh, Tehran"
239,Senj Waterfall,Tourist attraction,4.6,106.0,Tourist attraction,"Alborz Province, Senj Rd, Senj Waterfall",Karaj,Iran,Alborz,,Entertainment,487.59999999999997,4.36,"Dizin, Karaj, Savojbolagh"
240,Shah Abbasi Bridge,Historical place,4.1,105.0,"Historical place, Bridge, Tourist attraction","Alborz Province, Karaj, Vasiyeh, btdy HSr, R266+3GV Shah Abbasi Bridge",Karaj,Iran,Alborz,,Cultural,430.49999999999994,4.24,"Dizin, Karaj, Savojbolagh"
241,Suleymanieh Palace,Museum,4.3,95.0,"Museum, Tourist attraction","Tehran Province, Karaj, Alborz Province, Karaj, Mesbah, khybn shhyd khynpwr; khkh slymnyh, blwr mmzdh Hsn;, khrj;, ;, Kianpour St, RX3X+483 Suleymanieh Palace",Karaj,Iran,Tehran,,Cultural,408.5,4.56,"Iranshahr, Karaj, Savojbolagh, Tehran"
242,Sepahsalar Waterfall,Tourist attraction,4.2,90.0,Tourist attraction,"Sepahsalar Waterfall, 36C3+8Q5, Tekieh Sepahsalar, Alborz Province",Karaj,Iran,Alborz,,Entertainment,378.0,4.36,"Dizin, Karaj, Savojbolagh"
243,Khosro Abad Mansion,Historical landmark,4.4,224.0,"Historical landmark, Historical place, Tourist attraction","Kurdistan Province, Sanandaj, Khosro Abad, khnqh, 8X8M+5HG Khosro Abad Mansion",Kamyaran,Iran,Kurdistan,,Cultural,985.6000000000001,4.37,"Kamyaran, Sanandaj"
244,Palangan Tourist Village,Tourist attraction,4.6,115.0,Tourist attraction,"Kurdistan Province, kamyaran, 3J83+RW8, Palangan, Palangan Tourist Village",Kamyaran,Iran,Kurdistan,,Entertainment,529.0,4.41,"Kamyaran, Sanandaj"
245,Arak Historical Bazaar,Bazar,4.2,131.0,Bazar,"Arak Historical Bazaar, 3MRR+VQ4, Arak, Markazi Province",Arak,Iran,Markazi,,Entertainment,550.2,4.38,"Arak, Khomein, Mahallat, Mashhad_e_ardehal, Saveh, Tafresh"
246,Four Seasons Bathhouse,Museum,4.4,96.0,"Museum, Tourist attraction","mwzh Hmm chhr fSl, 3MPQ+33V Abbas Abad, Arak, Markazi Province",Arak,Iran,Markazi,,Cultural,422.40000000000003,4.42,"Arak, Khomein, Mahallat, Mashhad_e_ardehal, Saveh, Tafresh"
247,National Garden (Martyrs Square),Park,4.1,92.0,"Park, Tourist attraction","Markazi Province, Arak, Shohada Sq., 3MPQ+GHR National Garden (Martyrs Square)",Arak,Iran,Markazi,,Nature,377.2,4.23,"Arak, Khomein, Mahallat, Mashhad_e_ardehal, Saveh, Tafresh"
248,Jangal abr,National forest,4.4,1945.0,"National forest, Tourist attraction","Jangal abr, Q23J+7M3, Abr, Semnan Province",Shahroud,Iran,Semnan,,Nature,8558.0,4.38,"Garmsar, Semnan, Shahroud, Shahrud"
249,Kaboudwall Waterfall,Tourist attraction,4.5,1324.0,Tourist attraction,"Kaboudwall Waterfall, VVCQ+RF3, Ali Abad, Golestan Province",Shahroud,Iran,Golestan,,Entertainment,5958.0,4.5,"Aliabad-katul, Bojnurd, Gonbad-e-kavus, Gorgan, Kordkuy, Shahroud, Shahrud"
250,Shahroud Waterfall,Park,4.2,261.0,Park,"Shahroud Waterfall, CXG2+RV5, Shahrud, Semnan Province",Shahroud,Iran,Semnan,,Nature,1096.2,4.38,"Garmsar, Semnan, Shahroud, Shahrud"
251,Shahandasht Waterfall,Tourist attraction,4.5,451.0,Tourist attraction,"Shahandasht Waterfall, W755+F2M, Shahandasht, Mazandaran Province",Amol,Iran,Mazandaran,,Entertainment,2029.5,4.48,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
252,Mirza Kuchak Khan Forest Park,Park,4.2,222.0,"Park, Tourist attraction","Mazandaran Province, Haraz, 8938+HQW Mirza Kuchak Khan Forest Park",Amol,Iran,Mazandaran,,Nature,932.4000000000001,4.41,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
253,Dehkade-ye Talaei Park,Park,4.1,131.0,"Park, Tourist attraction","Dehkade-ye Talaei Park, F975+X4W, Amol, Mazandaran Province",Amol,Iran,Mazandaran,,Nature,537.0999999999999,4.41,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
254,Imamzadeh Ebrahim amol,Shrine,4.4,103.0,"Shrine, Tourist attraction","Mazandaran Province, Amol, Taleb amoli, F8FW+JHG Imamzadeh Ebrahim amol",Amol,Iran,Mazandaran,,Religious,453.20000000000005,4.4,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
255,Halumsar Forest Park,Park,4.4,94.0,"Park, Tourist attraction","Halumsar Forest Park, 98XR+HF5, Haloomsar, Mazandaran Province",Amol,Iran,Mazandaran,,Nature,413.6,4.41,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
256,Shapoor Statue Cave,Historical landmark,4.6,243.0,Historical landmark,"Fars Province, Kazerun, Grshpwr, RJ56+3MW Shapoor Statue Cave",Kazerun,Iran,Fars,,Cultural,1117.8,4.68,"Darab, Firuzabad, Kazerun, Oshnavieh, Sepidan, Shiraz"
257,Haj Mulla Hadi Sabzevari Tomb,Historical place,4.4,75.0,"Historical place, Tourist attraction","Razavi Khorasan Province, Sabzevar, Karegar Square, 6M4P+28V Haj Mulla Hadi Sabzevari Tomb",Sabzevar,Iran,Razavi Khorasan,,Cultural,330.0,4.35,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
258,Tomb of Prof. Hessabi,Historical place,4.5,58.0,Historical place,"Markazi Province, Tafresh, Montazeri, M2Q4+87J",Tafresh,Iran,Markazi,,Cultural,261.0,4.42,"Arak, Khomein, Mahallat, Mashhad_e_ardehal, Saveh, Tafresh"
259,Sheshnav Mosque,Mosque,4.6,57.0,"Mosque, Tourist attraction","Markazi Province, Tafresh, ayt llh s`ydy, M2RG+H8G Sheshnav Mosque",Tafresh,Iran,Markazi,,Religious,262.2,4.6,"Arak, Khomein, Mahallat, Mashhad_e_ardehal, Saveh, Tafresh"
260,Alamut Castle,Castle,4.4,1380.0,"Castle, Fortress, Historical place, Tourist attraction","Qazvin Province, dstrsy bh ql`h Hsn SbH, CHWP+29F Alamut Castle",Alamut,Iran,Qazvin,,Cultural,6072.000000000001,4.4,Alamut
261,Abbasabad Tourist Complex Resort,Tourist attraction,4.2,265.0,"Tourist attraction, Scenic spot","Hamadan Province, Hamedan, Abbasabad Rd, QFJF+GV7 Abbasabad Tourist Complex Resort",Tuyserkan,Iran,Hamedan,,Entertainment,1113.0,4.43,"Hamedan, Malayer, Tuyserkan"
262,Tomb of Baba Taher,Tourist attraction,4.4,1276.0,"Tourist attraction, Memorial park","Hamadan Province, Hamedan, Baba Taher Square, RG55+JFG Tomb of Baba Taher",Tuyserkan,Iran,Hamedan,,Entertainment,5614.400000000001,4.43,"Hamedan, Malayer, Tuyserkan"
263,Hamadan Ganjnameh Waterfall,Tourist attraction,4.4,1179.0,Tourist attraction,"Hamadan Ganjnameh Waterfall, QC7P+5HV, Hamedan, Hamadan Province",Tuyserkan,Iran,Hamedan,,Entertainment,5187.6,4.43,"Hamedan, Malayer, Tuyserkan"
264,Cultural Heritage and Tourism Base of Hegmataneh,Archaeological site,4.4,443.0,"Archaeological site, Historical place, Tourist attraction","Cultural Heritage and Tourism Base of Hegmataneh, RG39+J65, Hamedan, Hamadan Province",Tuyserkan,Iran,Hamedan,,Cultural,1949.2,4.35,"Hamedan, Malayer, Tuyserkan"
265,Tomb of Heyquq the Prophet,Shrine,4.3,130.0,"Shrine, Historical place, Tourist attraction","Hamadan Province, Tuyserkan, Hayaquq-e Nabi Blvd, HC2H+MXX Tomb of Heyquq the Prophet",Tuyserkan,Iran,Hamedan,,Religious,559.0,4.23,"Hamedan, Malayer, Tuyserkan"
266,Tomb of Mir Razi Artimani,Tourist attraction,4.2,54.0,"Tourist attraction, Monument","Tomb of Mir Razi Artimani, HF37+QQX, Tuyserkan, Hamadan Province",Tuyserkan,Iran,Hamedan,,Entertainment,226.8,4.43,"Hamedan, Malayer, Tuyserkan"
267,Darabgerd,Historical place,4.4,98.0,"Historical place, Tourist attraction","Darabgerd, MFRH+58X, Darabgerd old city, Fars Province",Darab,Iran,Fars,,Cultural,431.20000000000005,4.68,"Darab, Firuzabad, Kazerun, Oshnavieh, Sepidan, Shiraz"
268,Tomb of Sheikh Ahmad-e Jami,Tourist attraction,4.6,136.0,"Tourist attraction, Historical place","Tomb of Sheikh Ahmad-e Jami, 6JWH+VJ7, Torbat-e-Jam, Razavi Khorasan Province",Torbat-e-heydarieh,Iran,Razavi Khorasan,,Entertainment,625.5999999999999,4.57,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
269,Bagh Melli Park,Park,4.3,91.0,"Park, Tourist attraction","Bagh Melli Park, 76G7+MF9, Torbat-e Heydariyeh, Razavi Khorasan Province",Torbat-e-heydarieh,Iran,Razavi Khorasan,,Nature,391.3,4.42,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
270,Sohrab Sepehri's Grave,Tourist attraction,4.4,280.0,Tourist attraction,"Sohrab Sepehri's Grave, 23Q2+GFM, Mashhad-e Ardahal, Markazi Province",Mashhad_e_ardehal,Iran,Markazi,,Entertainment,1232.0,4.38,"Arak, Khomein, Mahallat, Mashhad_e_ardehal, Saveh, Tafresh"
271,Kolbadi Historical House,Museum,4.2,160.0,"Museum, Tourist attraction","Mazandaran Province, Sari, SA'at Sq, H385+5VR Kolbadi Historical House",Sari,Iran,Mazandaran,,Cultural,672.0,4.49,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
272,Ramsar cable car,Tourist attraction,4.4,96.0,Tourist attraction,"Ramsar cable car, WHWX+5VH, Ramsar, Mazandaran Province",Sari,Iran,Mazandaran,,Entertainment,422.40000000000003,4.48,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
273,Velayat Park sari,City park,4.4,76.0,City park,"Velayat Park sari, H365+35R, Sari, Mazandaran Province",Sari,Iran,Mazandaran,,Nature,334.40000000000003,4.41,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
274,Mapar House,Historical landmark,4.2,287.0,"Historical landmark, Tourist attraction","Mapar House, 8M8H+MMW, Ahvaz, Khuzestan Province",Ahvaz,Iran,Khuzestan,,Cultural,1205.4,4.54,"Abadan, Ahvaz, Behbahan, Dezful, Shushtar"
275,Seventh Bridge,Bridge,4.5,85.0,"Bridge, Tourist attraction","Khuzestan Province, Ahvaz, Kianpars, Ali Ibn Mahziar Bridge, 8MPP+7Q6 Seventh Bridge",Ahvaz,Iran,Khuzestan,,Cultural,382.5,4.54,"Abadan, Ahvaz, Behbahan, Dezful, Shushtar"
276,Dolat Park,Park,4.1,81.0,"Park, Tourist attraction","Khuzestan Province, Ahvaz, Kianpars, blwr sHly, 8MRR+89M Dolat Park",Ahvaz,Iran,Khuzestan,,Nature,332.09999999999997,4.35,"Abadan, Ahvaz, Behbahan, Dezful, Shushtar"
277,Varzaneh Sand Hills,Tourist attraction,4.5,260.0,Tourist attraction,"Varzaneh Sand Hills, 8MRM+57H, Varzaneh, Isfahan Province",Varzaneh,Iran,Isfahan,,Entertainment,1170.0,4.51,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
278,mjmw`h grdshgry wHh,Tourist attraction,4.1,184.0,"Tourist attraction, Bed & breakfast, Restaurant","mjmw`h grdshgry wHh, 8MRG+9M6, Varzaneh, Isfahan Province",Varzaneh,Iran,Isfahan,,Entertainment,754.4,4.51,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
279,Ghurtan Burg,Tourist attraction,4.5,70.0,"Tourist attraction, Fortress, Historical place","Ghurtan Burg, FH24+6CM, Esfahan, Isfahan Province",Varzaneh,Iran,Isfahan,,Entertainment,315.0,4.51,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
280,Gav chah,Historical place,4.2,57.0,"Historical place, Tourist attraction","Isfahan Province, Varzaneh, jdh mmzdh shh zyn l`bdyn, CM43+8XH Gav chah",Varzaneh,Iran,Isfahan,,Cultural,239.4,4.54,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
281,Maragheh Observatory,Observatory,4.3,206.0,"Observatory, Tourist attraction","East Azerbaijan Province, Maragheh, khybn rSdkhnh, 96W5+8MW Maragheh Observatory",Maragheh,Iran,East Azarbaijan,,Nature,885.8,4.35,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
282,Gonbad-e Kabood,Historical place,4.4,106.0,"Historical place, Tourist attraction","East Azerbaijan Province, Maragheh, Ohadi St, 96RQ+4M9 Gonbad-e Kabood",Maragheh,Iran,East Azarbaijan,,Cultural,466.40000000000003,4.43,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
283,Ghaffariyeh Dome,Historical landmark,4.5,104.0,"Historical landmark, Tourist attraction","East Azerbaijan Province, Maragheh, stn adhrbyjn shrqy, mrGh,, Shahid Goddusi, 96VJ+WHC Ghaffariyeh Dome",Maragheh,Iran,East Azarbaijan,,Cultural,468.0,4.43,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
